time_point,gene,column,row,value
19h,PA14_06160,5,20,1777110
19h,PA14_06160,2,19,1930137
19h,PA14_06160,8,7,1732694
39h,PA14_06160,5,20,3135433
39h,PA14_06160,2,19,3305089
39h,PA14_06160,8,7,2858960
39h,PA14_06160,5,20,3146244
39h,PA14_06160,2,19,3266389
39h,PA14_06160,8,7,2944124
39h,PA14_06160,5,20,3091198
39h,PA14_06160,2,19,3545973
39h,PA14_06160,8,7,3068516
39h,PA14_06160,5,20,3145548
39h,PA14_06160,2,19,3459358
39h,PA14_06160,8,7,3075568
44h,PA14_06160,5,20,3486598
44h,PA14_06160,2,19,4665949
44h,PA14_06160,8,7,3224140
44h,PA14_06160,5,20,3471468
44h,PA14_06160,2,19,3965972
44h,PA14_06160,8,7,3375518
44h,PA14_06160,5,20,3536333
44h,PA14_06160,2,19,4023999
44h,PA14_06160,8,7,3497383
44h,PA14_06160,5,20,3547668
44h,PA14_06160,2,19,4050073
44h,PA14_06160,8,7,3471204
69h,PA14_06160,5,20,5998694
69h,PA14_06160,2,19,6925888
69h,PA14_06160,8,7,5412202
69h,PA14_06160,5,20,5366363
69h,PA14_06160,2,19,6615990
69h,PA14_06160,8,7,5177664
69h,PA14_06160,5,20,5235167
69h,PA14_06160,2,19,6547643
69h,PA14_06160,8,7,5098994
69h,PA14_06160,5,20,5179911
69h,PA14_06160,2,19,6557709
69h,PA14_06160,8,7,5128428
89h,PA14_06160,5,20,6936943
89h,PA14_06160,2,19,8070465
89h,PA14_06160,8,7,6576014
89h,PA14_06160,5,20,6434575
89h,PA14_06160,2,19,7711888
89h,PA14_06160,8,7,6400715
89h,PA14_06160,5,20,6315496
89h,PA14_06160,2,19,7728473
89h,PA14_06160,8,7,6249284
89h,PA14_06160,5,20,6181644
89h,PA14_06160,2,19,7491278
89h,PA14_06160,8,7,6194231
13h,PA14_16470,5,22,1153953
13h,PA14_16470,5,22,1044148
13h,PA14_16470,5,22,1179821
13h,PA14_16470,5,22,1315316
19h,PA14_16470,5,22,1488953
19h,PA14_16470,5,22,1418635
19h,PA14_16470,5,22,1509098
19h,PA14_16470,5,22,1621584
39h,PA14_16470,5,22,3111826
39h,PA14_16470,5,22,2890221
39h,PA14_16470,5,22,3035258
39h,PA14_16470,5,22,3148163
44h,PA14_16470,5,22,3823659
44h,PA14_16470,5,22,3565141
44h,PA14_16470,5,22,3648663
44h,PA14_16470,5,22,3837234
69h,PA14_16470,5,22,5697376
69h,PA14_16470,5,22,5478941
69h,PA14_16470,5,22,5673620
69h,PA14_16470,5,22,5688667
89h,PA14_16470,5,22,6347122
89h,PA14_16470,5,22,6130689
89h,PA14_16470,5,22,6206523
89h,PA14_16470,5,22,6150267
13h,PA14_54700,5,24,0
13h,PA14_54700,5,24,0
13h,PA14_54700,5,24,0
13h,PA14_54700,5,24,0
19h,PA14_54700,5,24,0
19h,PA14_54700,5,24,0
19h,PA14_54700,5,24,0
19h,PA14_54700,5,24,0
39h,PA14_54700,5,24,0
39h,PA14_54700,5,24,0
39h,PA14_54700,5,24,5245529
39h,PA14_54700,5,24,0
44h,PA14_54700,5,24,0
44h,PA14_54700,5,24,4572654
44h,PA14_54700,5,24,0
44h,PA14_54700,5,24,15971601
69h,PA14_54700,5,24,0
69h,PA14_54700,5,24,0
69h,PA14_54700,5,24,0
69h,PA14_54700,5,24,0
89h,PA14_54700,5,24,10343877
89h,PA14_54700,5,24,0
89h,PA14_54700,5,24,44835
89h,PA14_54700,5,24,9456677
13h,PA14_32630,7,2,634643
13h,PA14_32630,7,2,1307065
13h,PA14_32630,7,2,1537951
13h,PA14_32630,7,2,950364
19h,PA14_32630,7,2,1796782
19h,PA14_32630,7,2,1839026
19h,PA14_32630,7,2,1900008
19h,PA14_32630,7,2,1730757
39h,PA14_32630,7,2,3867570
39h,PA14_32630,7,2,3385767
39h,PA14_32630,7,2,3440254
39h,PA14_32630,7,2,3204148
44h,PA14_32630,7,2,5198104
44h,PA14_32630,7,2,5070124
44h,PA14_32630,7,2,4906850
44h,PA14_32630,7,2,4560303
69h,PA14_32630,7,2,7473490
69h,PA14_32630,7,2,7448465
69h,PA14_32630,7,2,7484534
69h,PA14_32630,7,2,7046137
89h,PA14_32630,7,2,8910455
89h,PA14_32630,7,2,8658370
89h,PA14_32630,7,2,8734508
89h,PA14_32630,7,2,8156231
13h,PA14_29240,7,4,1031045
13h,PA14_29240,7,4,1152052
13h,PA14_29240,7,4,1125332
13h,PA14_29240,7,4,1235928
19h,PA14_29240,7,4,1630203
19h,PA14_29240,7,4,1748073
19h,PA14_29240,7,4,1715019
19h,PA14_29240,7,4,1613060
39h,PA14_29240,7,4,3193501
39h,PA14_29240,7,4,3145557
39h,PA14_29240,7,4,3200781
39h,PA14_29240,7,4,3177021
44h,PA14_29240,7,4,3976246
44h,PA14_29240,7,4,4079796
44h,PA14_29240,7,4,3803899
44h,PA14_29240,7,4,3491109
69h,PA14_29240,7,4,6405469
69h,PA14_29240,7,4,6414918
69h,PA14_29240,7,4,6208950
69h,PA14_29240,7,4,6035930
89h,PA14_29240,7,4,7557816
89h,PA14_29240,7,4,7443279
89h,PA14_29240,7,4,7289013
89h,PA14_29240,7,4,7039304
13h,PA14_05450,7,6,1061643
13h,PA14_05450,7,6,1387152
13h,PA14_05450,7,6,1331689
13h,PA14_05450,7,6,1405004
19h,PA14_05450,7,6,1628307
19h,PA14_05450,7,6,1788257
19h,PA14_05450,7,6,1711525
19h,PA14_05450,7,6,1762965
39h,PA14_05450,7,6,2947048
39h,PA14_05450,7,6,3067219
39h,PA14_05450,7,6,3084182
39h,PA14_05450,7,6,3121277
44h,PA14_05450,7,6,3265185
44h,PA14_05450,7,6,3419142
44h,PA14_05450,7,6,3559078
44h,PA14_05450,7,6,3466645
69h,PA14_05450,7,6,5530082
69h,PA14_05450,7,6,5179107
69h,PA14_05450,7,6,5157935
69h,PA14_05450,7,6,5173368
89h,PA14_05450,7,6,6729649
89h,PA14_05450,7,6,6294766
89h,PA14_05450,7,6,6197802
89h,PA14_05450,7,6,6089913
13h,PA14_33170,7,8,1342569
13h,PA14_33170,3,8,1180765
13h,PA14_33170,7,8,1187844
13h,PA14_33170,3,8,1495956
13h,PA14_33170,7,8,1377102
13h,PA14_33170,3,8,867346
13h,PA14_33170,7,8,1430063
13h,PA14_33170,3,8,977433
19h,PA14_33170,7,8,1721447
19h,PA14_33170,3,8,1732289
19h,PA14_33170,7,8,1705942
19h,PA14_33170,3,8,1889502
19h,PA14_33170,7,8,1749153
19h,PA14_33170,3,8,1767149
19h,PA14_33170,7,8,1767243
19h,PA14_33170,3,8,1626828
39h,PA14_33170,7,8,3079145
39h,PA14_33170,3,8,3305099
39h,PA14_33170,7,8,2957215
39h,PA14_33170,3,8,3397985
39h,PA14_33170,7,8,3112790
39h,PA14_33170,3,8,3265965
39h,PA14_33170,7,8,3183461
39h,PA14_33170,3,8,3201238
44h,PA14_33170,7,8,3482274
44h,PA14_33170,3,8,3768602
44h,PA14_33170,7,8,3533292
44h,PA14_33170,3,8,3827689
44h,PA14_33170,7,8,3475295
44h,PA14_33170,3,8,3663777
44h,PA14_33170,7,8,3633412
44h,PA14_33170,3,8,3591452
69h,PA14_33170,7,8,5660160
69h,PA14_33170,3,8,6236008
69h,PA14_33170,7,8,5335905
69h,PA14_33170,3,8,6233025
69h,PA14_33170,7,8,5268869
69h,PA14_33170,3,8,5828459
69h,PA14_33170,7,8,5306445
69h,PA14_33170,3,8,5771485
89h,PA14_33170,7,8,6886914
89h,PA14_33170,3,8,6518452
89h,PA14_33170,7,8,6427170
89h,PA14_33170,3,8,6340072
89h,PA14_33170,7,8,6304154
89h,PA14_33170,3,8,6046930
89h,PA14_33170,7,8,6298277
89h,PA14_33170,3,8,5531117
13h,PA14_29830,7,10,800418
13h,PA14_29830,7,10,1389852
13h,PA14_29830,7,10,1540524
13h,PA14_29830,7,10,1432416
19h,PA14_29830,7,10,1707262
19h,PA14_29830,7,10,1801174
19h,PA14_29830,7,10,1859240
19h,PA14_29830,7,10,1757970
39h,PA14_29830,7,10,2993278
39h,PA14_29830,7,10,3135846
39h,PA14_29830,7,10,3166467
39h,PA14_29830,7,10,3011153
44h,PA14_29830,7,10,3330397
44h,PA14_29830,7,10,3533306
44h,PA14_29830,7,10,3539065
44h,PA14_29830,7,10,3375106
69h,PA14_29830,7,10,5404351
69h,PA14_29830,7,10,5214144
69h,PA14_29830,7,10,5209815
69h,PA14_29830,7,10,5005223
89h,PA14_29830,7,10,6808565
89h,PA14_29830,7,10,6508486
89h,PA14_29830,7,10,6519955
89h,PA14_29830,7,10,6225668
13h,PA14_37090,7,12,806282
13h,PA14_37090,7,12,916043
13h,PA14_37090,7,12,850909
13h,PA14_37090,7,12,268885
19h,PA14_37090,7,12,1198126
19h,PA14_37090,7,12,1239440
19h,PA14_37090,7,12,1173508
19h,PA14_37090,7,12,440879
39h,PA14_37090,7,12,2367809
39h,PA14_37090,7,12,2202757
39h,PA14_37090,7,12,2308106
39h,PA14_37090,7,12,1234204
44h,PA14_37090,7,12,2801587
44h,PA14_37090,7,12,2656750
44h,PA14_37090,7,12,2626820
44h,PA14_37090,7,12,1396497
69h,PA14_37090,7,12,4359209
69h,PA14_37090,7,12,3964365
69h,PA14_37090,7,12,4031576
69h,PA14_37090,7,12,2455000
89h,PA14_37090,7,12,4929478
89h,PA14_37090,7,12,4523989
89h,PA14_37090,7,12,4497634
89h,PA14_37090,7,12,2892547
13h,PA14_69250,7,14,1281820
13h,PA14_69250,7,14,1402937
13h,PA14_69250,7,14,1364850
13h,PA14_69250,7,14,1426002
19h,PA14_69250,7,14,1697976
19h,PA14_69250,7,14,1778395
19h,PA14_69250,7,14,1795219
19h,PA14_69250,7,14,1850621
39h,PA14_69250,7,14,3004900
39h,PA14_69250,7,14,3241304
39h,PA14_69250,7,14,3158495
39h,PA14_69250,7,14,3254893
44h,PA14_69250,7,14,3477547
44h,PA14_69250,7,14,3740287
44h,PA14_69250,7,14,3629684
44h,PA14_69250,7,14,3695698
69h,PA14_69250,7,14,5634376
69h,PA14_69250,7,14,5461343
69h,PA14_69250,7,14,5157445
69h,PA14_69250,7,14,5140563
89h,PA14_69250,7,14,6861239
89h,PA14_69250,7,14,6698791
89h,PA14_69250,7,14,6351656
89h,PA14_69250,7,14,6213494
13h,PA14_66580,7,16,1197419
13h,PA14_66580,15,2,543258
13h,PA14_66580,6,16,1488360
13h,PA14_66580,7,16,1555428
13h,PA14_66580,15,2,534983
13h,PA14_66580,6,16,1442898
13h,PA14_66580,7,16,1498075
13h,PA14_66580,15,2,459230
13h,PA14_66580,6,16,1471631
13h,PA14_66580,7,16,1545024
13h,PA14_66580,15,2,1485750
13h,PA14_66580,6,16,1487270
19h,PA14_66580,7,16,1838758
19h,PA14_66580,15,2,1890256
19h,PA14_66580,6,16,1821468
19h,PA14_66580,7,16,2038720
19h,PA14_66580,15,2,1852559
19h,PA14_66580,6,16,1872404
19h,PA14_66580,7,16,1928181
19h,PA14_66580,15,2,1858494
19h,PA14_66580,6,16,1827360
19h,PA14_66580,7,16,1896188
19h,PA14_66580,15,2,1890938
19h,PA14_66580,6,16,1853721
39h,PA14_66580,7,16,3381670
39h,PA14_66580,15,2,3624633
39h,PA14_66580,6,16,3196628
39h,PA14_66580,7,16,3659197
39h,PA14_66580,15,2,3846523
39h,PA14_66580,6,16,3247037
39h,PA14_66580,7,16,3610884
39h,PA14_66580,15,2,3932416
39h,PA14_66580,6,16,3196187
39h,PA14_66580,7,16,3620621
39h,PA14_66580,15,2,4848655
39h,PA14_66580,6,16,3217793
44h,PA14_66580,7,16,3818690
44h,PA14_66580,15,2,5615320
44h,PA14_66580,6,16,3651593
44h,PA14_66580,7,16,4136516
44h,PA14_66580,15,2,5491709
44h,PA14_66580,6,16,3620276
44h,PA14_66580,7,16,4062383
44h,PA14_66580,15,2,5429458
44h,PA14_66580,6,16,3585027
44h,PA14_66580,7,16,4032646
44h,PA14_66580,15,2,5770843
44h,PA14_66580,6,16,3634145
69h,PA14_66580,7,16,5009013
69h,PA14_66580,15,2,7979200
69h,PA14_66580,6,16,6052269
69h,PA14_66580,7,16,5277761
69h,PA14_66580,15,2,7692343
69h,PA14_66580,6,16,5420578
69h,PA14_66580,7,16,5168240
69h,PA14_66580,15,2,7565371
69h,PA14_66580,6,16,5390459
69h,PA14_66580,7,16,5117324
69h,PA14_66580,15,2,7856422
69h,PA14_66580,6,16,5471997
89h,PA14_66580,7,16,5606801
89h,PA14_66580,15,2,9371082
89h,PA14_66580,6,16,7254126
89h,PA14_66580,7,16,5846799
89h,PA14_66580,15,2,9141311
89h,PA14_66580,6,16,6667815
89h,PA14_66580,7,16,5870269
89h,PA14_66580,15,2,8983416
89h,PA14_66580,6,16,6560986
89h,PA14_66580,7,16,5707953
89h,PA14_66580,15,2,9293208
89h,PA14_66580,6,16,6692079
13h,PA14_52730,7,20,492277
13h,PA14_52730,7,20,415307
13h,PA14_52730,7,20,704835
13h,PA14_52730,7,20,441048
19h,PA14_52730,7,20,869309
19h,PA14_52730,7,20,591421
19h,PA14_52730,7,20,1048115
19h,PA14_52730,7,20,1142619
39h,PA14_52730,7,20,2819769
39h,PA14_52730,7,20,1665043
39h,PA14_52730,7,20,2502377
39h,PA14_52730,7,20,2764865
44h,PA14_52730,7,20,3355874
44h,PA14_52730,7,20,2135158
44h,PA14_52730,7,20,2887278
44h,PA14_52730,7,20,3098119
69h,PA14_52730,7,20,4251834
69h,PA14_52730,7,20,2734507
69h,PA14_52730,7,20,3754105
69h,PA14_52730,7,20,3829792
89h,PA14_52730,7,20,4513322
89h,PA14_52730,7,20,3098056
89h,PA14_52730,7,20,4183125
89h,PA14_52730,7,20,4140965
13h,PA14_04390,7,22,336784
13h,PA14_04390,7,22,253245
13h,PA14_04390,7,22,0
13h,PA14_04390,7,22,1410994
19h,PA14_04390,7,22,273448
19h,PA14_04390,7,22,285630
19h,PA14_04390,7,22,1384616
19h,PA14_04390,7,22,1583188
39h,PA14_04390,7,22,2147988
39h,PA14_04390,7,22,2009405
39h,PA14_04390,7,22,1930474
39h,PA14_04390,7,22,2011392
44h,PA14_04390,7,22,2136335
44h,PA14_04390,7,22,1988258
44h,PA14_04390,7,22,2157965
44h,PA14_04390,7,22,1949537
69h,PA14_04390,7,22,3014277
69h,PA14_04390,7,22,2716910
69h,PA14_04390,7,22,2516338
69h,PA14_04390,7,22,2673371
89h,PA14_04390,7,22,3217781
89h,PA14_04390,7,22,3178456
89h,PA14_04390,7,22,3266969
89h,PA14_04390,7,22,3164127
13h,PA14_41150,7,24,388686
13h,PA14_41150,7,24,738243
13h,PA14_41150,7,24,1247581
13h,PA14_41150,7,24,375443
19h,PA14_41150,7,24,1667130
19h,PA14_41150,7,24,1882312
19h,PA14_41150,7,24,1972935
19h,PA14_41150,7,24,1950538
39h,PA14_41150,7,24,4849041
39h,PA14_41150,7,24,4732040
39h,PA14_41150,7,24,4645979
39h,PA14_41150,7,24,4474999
44h,PA14_41150,7,24,5671777
44h,PA14_41150,7,24,5802749
44h,PA14_41150,7,24,5785527
44h,PA14_41150,7,24,5573602
69h,PA14_41150,7,24,8234004
69h,PA14_41150,7,24,8587734
69h,PA14_41150,7,24,8311102
69h,PA14_41150,7,24,8172294
89h,PA14_41150,7,24,9586905
89h,PA14_41150,7,24,9873431
89h,PA14_41150,7,24,9644606
89h,PA14_41150,7,24,9385707
13h,PA14_33250,9,2,656213
13h,PA14_33250,9,2,1328171
13h,PA14_33250,9,2,1274425
13h,PA14_33250,9,2,1478703
19h,PA14_33250,9,2,1715333
19h,PA14_33250,9,2,1847465
19h,PA14_33250,9,2,1777477
19h,PA14_33250,9,2,1786378
39h,PA14_33250,9,2,3117449
39h,PA14_33250,9,2,3455204
39h,PA14_33250,9,2,3272337
39h,PA14_33250,9,2,3151149
44h,PA14_33250,9,2,4879854
44h,PA14_33250,9,2,5048372
44h,PA14_33250,9,2,4660130
44h,PA14_33250,9,2,4581516
69h,PA14_33250,9,2,7432776
69h,PA14_33250,9,2,7694786
69h,PA14_33250,9,2,7399514
69h,PA14_33250,9,2,7453116
89h,PA14_33250,9,2,8294087
89h,PA14_33250,9,2,8527373
89h,PA14_33250,9,2,8304121
89h,PA14_33250,9,2,8152422
13h,PA14_26640,9,4,1396786
13h,PA14_26640,9,4,1375456
13h,PA14_26640,9,4,1280899
13h,PA14_26640,9,4,1362305
19h,PA14_26640,9,4,1779752
19h,PA14_26640,9,4,1769247
19h,PA14_26640,9,4,1741570
19h,PA14_26640,9,4,1732330
39h,PA14_26640,9,4,3064379
39h,PA14_26640,9,4,3024529
39h,PA14_26640,9,4,3112954
39h,PA14_26640,9,4,3025469
44h,PA14_26640,9,4,3445006
44h,PA14_26640,9,4,3487742
44h,PA14_26640,9,4,3671584
44h,PA14_26640,9,4,3377475
69h,PA14_26640,9,4,6130451
69h,PA14_26640,9,4,5674343
69h,PA14_26640,9,4,5797137
69h,PA14_26640,9,4,5700669
89h,PA14_26640,9,4,7393604
89h,PA14_26640,9,4,6811979
89h,PA14_26640,9,4,6983687
89h,PA14_26640,9,4,6736550
13h,PA14_32490,9,6,1356272
13h,PA14_32490,9,6,1205143
13h,PA14_32490,9,6,1427085
13h,PA14_32490,9,6,1436351
19h,PA14_32490,9,6,1745027
19h,PA14_32490,9,6,1701359
19h,PA14_32490,9,6,1868053
19h,PA14_32490,9,6,1790861
39h,PA14_32490,9,6,3168764
39h,PA14_32490,9,6,3166398
39h,PA14_32490,9,6,3374312
39h,PA14_32490,9,6,3364696
44h,PA14_32490,9,6,3854702
44h,PA14_32490,9,6,3689993
44h,PA14_32490,9,6,3838952
44h,PA14_32490,9,6,3869568
69h,PA14_32490,9,6,5795498
69h,PA14_32490,9,6,5369961
69h,PA14_32490,9,6,5454109
69h,PA14_32490,9,6,5374135
89h,PA14_32490,9,6,7030408
89h,PA14_32490,9,6,6537976
89h,PA14_32490,9,6,6502537
89h,PA14_32490,9,6,6484372
13h,PA14_16880,9,10,1188151
13h,PA14_16880,9,10,1236692
13h,PA14_16880,9,10,1070045
13h,PA14_16880,9,10,1455923
19h,PA14_16880,9,10,1684335
19h,PA14_16880,9,10,1705034
19h,PA14_16880,9,10,1613041
19h,PA14_16880,9,10,1833952
39h,PA14_16880,9,10,3037712
39h,PA14_16880,9,10,3059610
39h,PA14_16880,9,10,2941658
39h,PA14_16880,9,10,3256286
44h,PA14_16880,9,10,3555025
44h,PA14_16880,9,10,3444872
44h,PA14_16880,9,10,3373157
44h,PA14_16880,9,10,3624437
69h,PA14_16880,9,10,5419103
69h,PA14_16880,9,10,5164332
69h,PA14_16880,9,10,4935225
69h,PA14_16880,9,10,5058562
89h,PA14_16880,9,10,6694217
89h,PA14_16880,9,10,6350048
89h,PA14_16880,9,10,6129819
89h,PA14_16880,9,10,6186634
13h,PA14_32740,9,12,1432443
13h,PA14_32740,5,21,1135755
13h,PA14_32740,9,12,1410363
13h,PA14_32740,5,21,1074299
13h,PA14_32740,9,12,1354107
13h,PA14_32740,5,21,1150573
13h,PA14_32740,9,12,1406819
13h,PA14_32740,5,21,1262360
19h,PA14_32740,9,12,1821523
19h,PA14_32740,5,21,1750933
19h,PA14_32740,9,12,1856461
19h,PA14_32740,5,21,1764693
19h,PA14_32740,9,12,1771958
19h,PA14_32740,5,21,1830786
19h,PA14_32740,9,12,1767817
19h,PA14_32740,5,21,1714282
39h,PA14_32740,9,12,3123501
39h,PA14_32740,5,21,3122439
39h,PA14_32740,9,12,3178461
39h,PA14_32740,5,21,3060692
39h,PA14_32740,9,12,3106514
39h,PA14_32740,5,21,3218811
39h,PA14_32740,9,12,3190342
39h,PA14_32740,5,21,3137457
44h,PA14_32740,9,12,3428606
44h,PA14_32740,5,21,3590942
44h,PA14_32740,9,12,3492254
44h,PA14_32740,5,21,3446855
44h,PA14_32740,9,12,3549740
44h,PA14_32740,5,21,3534777
44h,PA14_32740,9,12,3534282
44h,PA14_32740,5,21,3338438
69h,PA14_32740,9,12,5531180
69h,PA14_32740,5,21,5770295
69h,PA14_32740,9,12,5157534
69h,PA14_32740,5,21,5370851
69h,PA14_32740,9,12,5127148
69h,PA14_32740,5,21,5453628
69h,PA14_32740,9,12,5169392
69h,PA14_32740,5,21,5121527
89h,PA14_32740,9,12,6805927
89h,PA14_32740,5,21,6904014
89h,PA14_32740,9,12,6375524
89h,PA14_32740,5,21,6428167
89h,PA14_32740,9,12,6133502
89h,PA14_32740,5,21,6517342
89h,PA14_32740,9,12,6255094
89h,PA14_32740,5,21,6139525
13h,PA14_04040,9,14,1303570
13h,PA14_04040,9,14,844487
13h,PA14_04040,9,14,1306981
13h,PA14_04040,9,14,1368264
19h,PA14_04040,9,14,1652610
19h,PA14_04040,9,14,1592524
19h,PA14_04040,9,14,1678765
19h,PA14_04040,9,14,1672640
39h,PA14_04040,9,14,3003675
39h,PA14_04040,9,14,2942701
39h,PA14_04040,9,14,3024639
39h,PA14_04040,9,14,3085907
44h,PA14_04040,9,14,3599953
44h,PA14_04040,9,14,3389571
44h,PA14_04040,9,14,3421106
44h,PA14_04040,9,14,3552643
69h,PA14_04040,9,14,5159594
69h,PA14_04040,9,14,4868226
69h,PA14_04040,9,14,4824043
69h,PA14_04040,9,14,4940755
89h,PA14_04040,9,14,5925223
89h,PA14_04040,9,14,5535802
89h,PA14_04040,9,14,5635602
89h,PA14_04040,9,14,5746504
13h,PA14_52610,9,16,1364334
13h,PA14_52610,7,20,492277
13h,PA14_52610,9,16,1476219
13h,PA14_52610,7,20,415307
13h,PA14_52610,9,16,1431666
13h,PA14_52610,7,20,704835
13h,PA14_52610,9,16,1447980
13h,PA14_52610,7,20,441048
19h,PA14_52610,9,16,1788385
19h,PA14_52610,7,20,869309
19h,PA14_52610,9,16,1988464
19h,PA14_52610,7,20,591421
19h,PA14_52610,9,16,1859621
19h,PA14_52610,7,20,1048115
19h,PA14_52610,9,16,1868794
19h,PA14_52610,7,20,1142619
39h,PA14_52610,9,16,4320539
39h,PA14_52610,7,20,2819769
39h,PA14_52610,9,16,4368015
39h,PA14_52610,7,20,1665043
39h,PA14_52610,9,16,4084346
39h,PA14_52610,7,20,2502377
39h,PA14_52610,9,16,3970556
39h,PA14_52610,7,20,2764865
44h,PA14_52610,9,16,4873856
44h,PA14_52610,7,20,3355874
44h,PA14_52610,9,16,4907997
44h,PA14_52610,7,20,2135158
44h,PA14_52610,9,16,4561692
44h,PA14_52610,7,20,2887278
44h,PA14_52610,9,16,4460969
44h,PA14_52610,7,20,3098119
69h,PA14_52610,9,16,6049293
69h,PA14_52610,7,20,4251834
69h,PA14_52610,9,16,5969188
69h,PA14_52610,7,20,2734507
69h,PA14_52610,9,16,5712948
69h,PA14_52610,7,20,3754105
69h,PA14_52610,9,16,5526031
69h,PA14_52610,7,20,3829792
89h,PA14_52610,9,16,6733271
89h,PA14_52610,7,20,4513322
89h,PA14_52610,9,16,6758327
89h,PA14_52610,7,20,3098056
89h,PA14_52610,9,16,6322475
89h,PA14_52610,7,20,4183125
89h,PA14_52610,9,16,6120992
89h,PA14_52610,7,20,4140965
13h,PA14_39610,9,18,1446053
13h,PA14_39610,9,17,978686
13h,PA14_39610,9,18,1509235
13h,PA14_39610,9,17,1135353
13h,PA14_39610,9,18,1543796
13h,PA14_39610,9,17,1436433
13h,PA14_39610,9,18,1568104
13h,PA14_39610,9,17,1400919
19h,PA14_39610,9,18,1820355
19h,PA14_39610,9,17,1573600
19h,PA14_39610,9,18,1886626
19h,PA14_39610,9,17,1658121
19h,PA14_39610,9,18,1927698
19h,PA14_39610,9,17,1778795
19h,PA14_39610,9,18,1844761
19h,PA14_39610,9,17,1668713
39h,PA14_39610,9,18,3240157
39h,PA14_39610,9,17,2891867
39h,PA14_39610,9,18,3301141
39h,PA14_39610,9,17,3021833
39h,PA14_39610,9,18,3406688
39h,PA14_39610,9,17,3046258
39h,PA14_39610,9,18,3364253
39h,PA14_39610,9,17,2923578
44h,PA14_39610,9,18,3751434
44h,PA14_39610,9,17,3213644
44h,PA14_39610,9,18,3645766
44h,PA14_39610,9,17,3460411
44h,PA14_39610,9,18,3754830
44h,PA14_39610,9,17,3467106
44h,PA14_39610,9,18,3703131
44h,PA14_39610,9,17,3288577
69h,PA14_39610,9,18,5510063
69h,PA14_39610,9,17,5025128
69h,PA14_39610,9,18,5168145
69h,PA14_39610,9,17,4835840
69h,PA14_39610,9,18,5075859
69h,PA14_39610,9,17,4822047
69h,PA14_39610,9,18,5040031
69h,PA14_39610,9,17,4847233
89h,PA14_39610,9,18,6432189
89h,PA14_39610,9,17,5624020
89h,PA14_39610,9,18,6119024
89h,PA14_39610,9,17,5464873
89h,PA14_39610,9,18,6102429
89h,PA14_39610,9,17,5490872
89h,PA14_39610,9,18,6039485
89h,PA14_39610,9,17,5555087
13h,PA14_18070,9,20,1037504
13h,PA14_18070,9,20,1408858
13h,PA14_18070,9,20,1459212
13h,PA14_18070,9,20,1482620
19h,PA14_18070,9,20,1627145
